INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
40132-01,r9-Fra-Anct-DE,ge-1/0/2.2,10.122.3.101,10.122.3.102
41889-01,r8-Fra-Anct-DE,ge-2/0/2.1223,10.122.2.1,10.122.2.2
43112-01,r9-Fra-Anct-DE,ge-1/1/6.5,10.122.60.221,10.122.60.222
43138-02,r9-Fra-Anct-DE,xe-8/2/0.602,10.122.61.25,10.122.61.26
41297-02,r8-Fra-Anct-DE,xe-4/3/1.109,10.5.1.121,10.5.1.122
41299-02,r9-Fra-Anct-DE,ge-1/0/2.4,10.5.1.125,10.5.1.126
45352-01,,,10.117.161.193,10.117.161.194
