INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
30407-01,CNSHZHOL1002E,ds-0/2/0:49:1,10.117.142.1,10.117.142.2
30845-01,CNSHZHOL1002E,ds-0/2/0:26:1,10.117.159.129,10.117.159.130
34395-01,CNSHZHOL1001E,ge-0/1/1.351,172.28.130.1,172.28.130.2
37893-01,CNSHZHOL1002E,ds-0/2/0:55:1,10.117.184.37,10.117.184.38
