INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
29902-01,CNXIMHUX1001E,ds-0/0/0:62:1,10.117.137.149,10.117.137.150
16556-02,CNXIMHUX1001E,ds-0/1/0:9:1,10.114.242.5,10.114.242.6
32246-01,CNXIMHUX1001E,ds-0/0/0:11:1,10.117.158.145,10.117.158.146
33899-01,CNXIMYUT1001E,ge-0/0/0.307,10.237.1.33,10.237.1.34
38517-01,CNXIMYUT1001E,ge-0/0/0.326,172.30.11.206,172.30.11.205
