INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
34015-02,UKLONCOR1001E,ge-0/0/3.452,10.117.136.121,10.117.136.122
29263-02,UKLONCOR1001E,ge-0/0/3.450,10.117.135.213,10.117.135.214
35736-02,UKLONCOR1001E,ge-0/0/3.453,10.117.218.241,10.117.218.242
