INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
16287-02,CNGUZYUJ1001E,ds-2/0/0:59:1,10.114.218.109,10.114.218.110
30737-01,CNGUZKXC1002E,ds-1/0/0:5:1,10.117.139.5,10.117.139.6
15867-05,CNGUZYUJ1001E,ge-0/1/1.304,10.114.218.53,10.114.218.54
31714-03,CNGUZYUJ1001E,ge-0/0/4.377,10.117.167.45,10.117.167.46
22880-04,CNGUZYUJ1001E,ge-0/1/1.332,202.76.119.65,202.76.119.66
29487-03,CNGUZYUJ1002E,ge-0/1/1.392,10.11.254.174,10.11.254.173
30737-02,,,,
31714-04,,,,
