INTERNALSITEID,PEROUTER,PEPORT,PE_WAN_IP,CE_WAN_IP
29475-02,CNNIBDAZ1001E,ge-1/0/0.1002,10.117.81.181,10.117.81.182
25515-02,CNNIBDAZ1001E,ge-0/0/0.908,192.168.6.101,192.168.6.102
39166-01,CNNIBDAZ1001E,ge-0/0/0.911,10.122.3.65,10.122.3.66
41206-01,CNNIBDAZ1001E,ge-0/0/0.919,10.122.22.197,10.122.22.198
41240-01,CNNIBDAZ1001E,ge-1/0/0.1019,10.122.22.253,10.122.22.254
45228-01,CNNIBDAZ1001E,ge-1/0/0.101,10.184.3.253,10.184.3.254
